,loss_train,acc_train,loss_val,acc_val
40,0.06057142770342762,"tensor(0.9765, device='cuda:0', dtype=torch.float64)",0.11603851620154455,"tensor(0.9640, device='cuda:0', dtype=torch.float64)"
41,0.05593188230297528,"tensor(0.9800, device='cuda:0', dtype=torch.float64)",0.11389702182565815,"tensor(0.9580, device='cuda:0', dtype=torch.float64)"
42,0.05891880667279475,"tensor(0.9785, device='cuda:0', dtype=torch.float64)",0.11120804772339761,"tensor(0.9610, device='cuda:0', dtype=torch.float64)"
43,0.049808887430466714,"tensor(0.9805, device='cuda:0', dtype=torch.float64)",0.10494220318319276,"tensor(0.9610, device='cuda:0', dtype=torch.float64)"
44,0.0572035520587815,"tensor(0.9793, device='cuda:0', dtype=torch.float64)",0.11999018631782382,"tensor(0.9580, device='cuda:0', dtype=torch.float64)"
45,0.05141773080281564,"tensor(0.9815, device='cuda:0', dtype=torch.float64)",0.10238308548973873,"tensor(0.9590, device='cuda:0', dtype=torch.float64)"
46,0.05163736056955531,"tensor(0.9818, device='cuda:0', dtype=torch.float64)",0.10936159280448919,"tensor(0.9660, device='cuda:0', dtype=torch.float64)"
47,0.05456057073932607,"tensor(0.9805, device='cuda:0', dtype=torch.float64)",0.11021927138557658,"tensor(0.9630, device='cuda:0', dtype=torch.float64)"
48,0.05192607151321135,"tensor(0.9798, device='cuda:0', dtype=torch.float64)",0.10674421280063688,"tensor(0.9640, device='cuda:0', dtype=torch.float64)"
49,0.048791506264708004,"tensor(0.9838, device='cuda:0', dtype=torch.float64)",0.11169594229571521,"tensor(0.9630, device='cuda:0', dtype=torch.float64)"
50,0.048798605210467944,"tensor(0.9833, device='cuda:0', dtype=torch.float64)",0.1134358915919438,"tensor(0.9580, device='cuda:0', dtype=torch.float64)"
51,0.046078478206531145,"tensor(0.9803, device='cuda:0', dtype=torch.float64)",0.10745913517288863,"tensor(0.9630, device='cuda:0', dtype=torch.float64)"
52,0.04837099955492886,"tensor(0.9798, device='cuda:0', dtype=torch.float64)",0.10311339481920004,"tensor(0.9610, device='cuda:0', dtype=torch.float64)"
53,0.04953089395875577,"tensor(0.9828, device='cuda:0', dtype=torch.float64)",0.10878348974406253,"tensor(0.9640, device='cuda:0', dtype=torch.float64)"
54,0.0534858467967133,"tensor(0.9800, device='cuda:0', dtype=torch.float64)",0.10731430982286111,"tensor(0.9610, device='cuda:0', dtype=torch.float64)"
55,0.05605986188404495,"tensor(0.9795, device='cuda:0', dtype=torch.float64)",0.09957096320390701,"tensor(0.9700, device='cuda:0', dtype=torch.float64)"
56,0.050158130998665,"tensor(0.9828, device='cuda:0', dtype=torch.float64)",0.11088274859078229,"tensor(0.9630, device='cuda:0', dtype=torch.float64)"
57,0.04611351386026945,"tensor(0.9853, device='cuda:0', dtype=torch.float64)",0.10514245893713087,"tensor(0.9620, device='cuda:0', dtype=torch.float64)"
58,0.050695041216327806,"tensor(0.9800, device='cuda:0', dtype=torch.float64)",0.109512472610455,"tensor(0.9590, device='cuda:0', dtype=torch.float64)"
59,0.04675016380069428,"tensor(0.9820, device='cuda:0', dtype=torch.float64)",0.11045185053860769,"tensor(0.9630, device='cuda:0', dtype=torch.float64)"
60,0.046048562852549366,"tensor(0.9838, device='cuda:0', dtype=torch.float64)",0.11922598296636716,"tensor(0.9580, device='cuda:0', dtype=torch.float64)"
61,0.04933549952704925,"tensor(0.9820, device='cuda:0', dtype=torch.float64)",0.11317176478914917,"tensor(0.9620, device='cuda:0', dtype=torch.float64)"
